dataset,model,variant,seed,f1,f1_std,f1_ci_lo,f1_ci_hi,precision,recall,accuracy,auc,ece_pre,ece_post_temp,temperature_T,train_s,ms_per_sample,peak_ram_mb,peak_vram_mb,trainable_params,git_commit,n_seeds,f1_min,f1_max,precision_std,precision_min,precision_max,recall_std,recall_min,recall_max,accuracy_std,accuracy_min,accuracy_max,train_s_std,train_s_min,train_s_max,ms_per_sample_std,ms_per_sample_min,ms_per_sample_max,peak_ram_mb_std,peak_ram_mb_min,peak_ram_mb_max,peak_vram_mb_std,peak_vram_mb_min,peak_vram_mb_max,auc_std,auc_min,auc_max,ece_pre_std,ece_pre_min,ece_pre_max,ece_post_temp_std,ece_post_temp_min,ece_post_temp_max
liar,llama31-8b,lora_natural_distribution,mean,0.530846750707862,0.027984206235902486,0.49917964026128364,0.5625138611544404,0.7403604014926892,0.5580500931828258,0.7274103496019384,,,,,1365.2169999999999,708.835,5385.666666666666,0.0,0,,3.0,0.4994792425435767,0.5532517674932579,0.0429802293238436,0.7043074057130436,0.7879239309567042,0.016953750669926895,0.5389429269555401,0.571293772616377,0.014427637677900583,0.7181033229491173,0.744030114226376,21.638492114747766,1347.852,1389.458,11.234779748619953,699.819,721.421,58.02123174608862,5318.7,5420.9,0.0,0.0,0.0,,,,,,,,,
liar,llama31-8b,zs_short,mean,0.5285353668826879,0.002580498646901237,0.5256152577693614,0.5314554759960144,0.5888830593780284,0.5986070360938723,0.5310659911665367,,,,,475.22,370.397,5064.766666666667,0.0,0,,3.0,0.5256416031310689,0.530597530628067,0.00401338669955389,0.586189666827092,0.5934957164960476,0.004994351788215093,0.5938947392360028,0.6038422891626095,0.003089919584008585,0.527879968823071,0.534049883086516,0.38006315264702595,474.836,475.596,0.29604560459496015,370.098,370.69,5.122824741618225,5061.0,5070.6,0.0,0.0,0.0,,,,,,,,,
liar,lr,tfidf,mean,0.6314587256162396,0.00824207753099282,0.6242342261272712,0.638683225105208,0.6296347771358227,0.6350277472803011,0.6886772585669781,0.6967008146839385,0.34740560708235674,,,0.2238,0.1162,435.78000000000003,0.0,0,,5.0,0.6199083626718511,0.6416862297133453,0.008947736328659072,0.6162181294489651,0.6396136912430609,0.00619008957419726,0.6298444759176189,0.6446020869208866,0.009898760747443374,0.6783956386292834,0.7023790238836969,0.005890670590009262,0.214,0.229,0.003114482300479485,0.111,0.119,1.8430952227164006,434.0,438.1,0.0,0.0,0.0,0.004272195824581517,0.6934245074424107,0.7041507383307513,0.0125598829188053,0.3281466438992746,0.3622347955337918,,,
liar,mbert-base,transfer_pl_claims,mean,0.36361214166922684,0.13030312263597985,0.21616027752616854,0.5110640058122852,0.6226935632089835,0.604054121354478,0.3684771386430678,0.8398429137707369,0.2815309838724259,0.2874974164869279,,321.3856666666667,711.0303333333333,810.5333333333333,2409.7999999999997,177854978,,3.0,0.27781562639531987,0.5135530181261059,0.028356113968411065,0.6018191994180146,0.6549771384368062,0.06943514693123547,0.5611992952901506,0.6841657532330184,0.12859771864054007,0.28325221238938053,0.5163982300884955,17.73722372112764,309.105,341.721,39.24240488723051,683.861,756.021,73.31523261460295,745.9,890.2,4.503332099679186,2404.6,2412.4,0.025967656216878358,0.8098620773957873,0.8552590749462402,0.03840433385629174,0.23858832275346578,0.3125855681049613,0.011962728302742368,0.27643060685932047,0.30018981298566566
liar,qwen25-14b,lora_basic,mean,0.4158269885557797,0.003982061021686653,0.40823831993988896,0.42382614188279194,0.5046385193500447,0.5001415539234295,0.7069735202492211,,,,,1168.997,606.956,2090.1,0.0,0,3bda4457c1cc03871c6496ea2af2c4e60872accf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liar,qwen25-14b,zs_short,mean,0.29289614722627694,0.005154061017045094,0.2870637781356799,0.29872851631687397,0.5943068771485618,0.5209452917914952,0.3377513639906469,,,,,878.8333333333334,684.9830000000001,3120.1,0.0,0,,3.0,0.28713532895207655,0.29707041670211276,0.025758807272466783,0.5749681281775854,0.6235472951238146,0.005694568112385251,0.5175903920737677,0.5275203524862245,0.007663090661029562,0.32904053000779426,0.3434536243180047,0.6545229815165493,878.182,879.491,0.5105183640183563,684.475,685.496,1374.3360979032748,1549.6,4102.7,0.0,0.0,0.0,,,,,,,,,
liar,qwen25-7b,lora_basic,mean,0.28102217197701745,0.0087628114871851,0.2642898100242556,0.2985709990089361,0.5851909421003629,0.5174611205048718,0.325367601246106,,,,,644.139,334.444,4720.9,0.0,0,3bda4457c1cc03871c6496ea2af2c4e60872accf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liar,qwen25-7b,lora_big,mean,0.6432823100683431,0.006996512002770638,0.6353650114154945,0.6511996087211918,0.6427414073329237,0.6642223447460719,0.6736135340948425,,,,,1863.1656666666665,967.3756666666667,5002.066666666667,3363.4,26913450,,3.0,0.6361424977949112,0.6501261268223525,0.01008648778768852,0.6336048206175215,0.6535650442691296,0.016804015909844497,0.6518040326384406,0.6833432820091708,0.0012998290018555248,0.6721292834890966,0.6745488058151609,919.0986896423765,1329.091,2924.442,477.2061393782915,690.078,1518.402,55.83702475359242,4937.6,5035.2,5825.579686177162,0.0,10090.2,,,,,,,,,
liar,qwen25-7b,lora_natural_distribution,mean,0.5364428764052923,0.016492177572830103,0.517780220609347,0.5551055322012376,0.7080024831894797,0.5591442063078063,0.7228137763932158,,,,,1340.3769999999997,695.938,5016.133333333334,0.0,0,,3.0,0.5224777211212063,0.5546380696883124,0.035988366701411076,0.6679415072874912,0.7375985968476853,0.006451744554817857,0.5546927393703739,0.5665432693986644,0.007101744767916225,0.7167082035306334,0.7306074766355141,0.32691436187479844,1340.06,1340.713,0.1692217480112826,695.774,696.112,15.532653776265521,4998.7,5028.5,0.0,0.0,0.0,,,,,,,,,
liar,qwen25-7b,zs_short,mean,0.3236698070697024,0.01347772880189992,0.30841832118009266,0.3389212929593121,0.5633443368953602,0.5237089101798156,0.35488048843855546,,,,,472.09100000000007,367.95866666666666,4740.633333333333,0.0,0,,3.0,0.31360874517236537,0.3389828692622343,0.018750416348102875,0.5429074814148673,0.5797538321347775,0.007130961676149642,0.5164619573841561,0.5307179250591616,0.014517904704626338,0.3429392049883087,0.37104053000779424,2.1240171844879256,469.644,473.458,1.655015810599193,366.052,369.024,0.3511884584283211,4740.3,4741.0,0.0,0.0,0.0,,,,,,,,,
liar,rf,tfidf,mean,0.5683406642593717,0.011971581895956396,0.5578471100596865,0.5788342184590569,0.718256196281627,0.5774397001269369,0.7385701973001039,0.6877571050684507,0.4677882095926025,,,1.0850000000000002,0.5631999999999999,564.8599999999999,0.0,0,,5.0,0.5480788199515902,0.5782120539241322,0.025306002636294848,0.6871424141073033,0.7510364216885916,0.006604309874292604,0.5659706825427665,0.581876782090442,0.014558267525555687,0.7148946002076842,0.7505321910695744,0.02236067977499796,1.051,1.112,0.011755849607748439,0.545,0.577,3.8746612755181284,559.2,569.8,0.0,0.0,0.0,0.009407255772871392,0.6785252663202707,0.7024319379600061,0.014200055833461449,0.44302186449198694,0.47689721331809576,,,
liar,svm,tfidf,mean,0.6111686061333005,0.00875590761763765,0.603493714715304,0.618843497551297,0.6133909731749473,0.6100314186112163,0.6830444444444443,0.6677238924950586,0.3311972036711814,,,0.2464,0.1278,436.73999999999995,0.0,0,,5.0,0.5993891581147507,0.623879635812778,0.010609721737183485,0.5979030127370865,0.627803909574478,0.0073190957704547255,0.6016876052697815,0.6213379196944069,0.009895454548695582,0.6709065420560747,0.6933146417445484,0.0059833101206606416,0.239,0.255,0.003033150177620623,0.124,0.132,2.556951309665483,434.5,440.6,0.0,0.0,0.0,0.00560092537769646,0.6618815759305033,0.6743203135144062,0.012729319589277312,0.3122263762300647,0.3450590749510932,,,
pl_claims,herbert,finetune,mean,0.7866436797209408,0.022874694885815894,0.7665931256110744,0.8066942338308073,0.7763228164117263,0.8046181869765985,0.8521513274336284,0.9203353580971004,0.12509858585828176,0.09425226089047864,,179.66399999999996,397.48699999999997,1396.4599999999998,2767.6,124444418,,5.0,0.7514402629600149,0.8083703891547093,0.028407951099425444,0.731231604255903,0.8002520057285336,0.022695273061198885,0.7894102290750403,0.8442401270817939,0.0135641480695043,0.8317920353982301,0.865349557522124,1.5568012076048718,178.323,182.343,3.444272492123696,394.52,403.414,6.990207436120964,1392.6,1408.9,0.0,2767.6,2767.6,0.020633485592361916,0.8917883123531969,0.9457465071621435,0.0317356221067867,0.07920733740371942,0.15681541528124204,0.01724339538572887,0.06386547260893367,0.10560636436487333
pl_claims,llama31-8b,zs_short,mean,0.44117314732487395,0.010970359927728594,0.4287590164204068,0.4535872782293411,0.4107682118274403,0.4900346228085444,0.7789004424778762,,,,,259.2853333333333,573.6403333333333,5072.133333333334,0.0,0,,3.0,0.4312419821344008,0.4529488521960733,0.03315564097703797,0.3852096359184726,0.4482328380766972,0.000994977272120942,0.4890808349038333,0.4910662205076489,0.018505473808839816,0.7584491150442477,0.7944889380530974,2.3041172568541928,256.894,261.491,5.09841949366006,568.349,578.521,12.464482874685816,5064.2,5086.5,0.0,0.0,0.0,,,,,,,,,
pl_claims,lr,tfidf,mean,0.766025410095522,0.020833657637499704,0.7477639040141385,0.7842869161769056,0.7457535920409131,0.8137202512574673,0.8226911504424779,0.8893767176057021,0.2051359451328283,,,0.0668,0.1476,395.26000000000005,0.0,0,,5.0,0.7369178392508697,0.788882772387147,0.019722873808018716,0.7194952811343888,0.7646684289454438,0.021769821342171425,0.7861578960417382,0.8439279706310859,0.017888960442930105,0.796245575221239,0.8437477876106195,0.00044721359549995833,0.066,0.067,0.0015165750888103114,0.145,0.149,1.1802542099056619,394.2,397.1,0.0,0.0,0.0,0.014958386436766731,0.870926408746408,0.9126958931976696,0.01317492360393471,0.18636054381450876,0.21589253205969128,,,
pl_claims,mbert,finetune,mean,0.7666263122992273,0.03430251400641839,0.7365588330771712,0.7966937915212834,0.7619214519865014,0.7748384312208684,0.8426924778761062,0.905112135688191,0.11207550420565945,0.08490370359135456,,172.0036,380.5386,1859.9599999999998,2427.0,177854978,,5.0,0.7249875641998975,0.8043082105305075,0.033517714204244854,0.71537322969276,0.7960763622165818,0.03687333960022212,0.732500782751514,0.8151023006519527,0.023523539420424774,0.8072323008849558,0.8715907079646017,0.8694606374068963,171.261,173.401,1.9233249335460698,378.896,383.63,6.419735197031108,1850.5,1867.8,0.0,2427.0,2427.0,0.01863419113790482,0.877986869784065,0.9277426540679478,0.019668647501415466,0.0861552150639813,0.13412591993017536,0.021819558026556926,0.06455321926501059,0.12117211726598175
pl_claims,mbert-base,transfer_liar,mean,0.3136010024302121,0.03513761764206677,0.2738390449417265,0.3533629599186977,0.5780253888580283,0.5253577591638567,0.3502139148494288,0.6189512433410228,0.625823332459075,0.2470189435642578,,181.96433333333334,94.47766666666666,904.1666666666666,2427.0,177854978,,3.0,0.2804495491011965,0.35043476528262957,0.009765145262245402,0.5710108105527525,0.589178253881202,0.013331551237450492,0.5151171946112331,0.5404318541081581,0.025151025024565947,0.3241848390446521,0.37438369678089306,3.0337525168235713,179.896,185.447,1.5752086634263232,93.404,96.286,278.1689115148084,718.6,1224.0,0.0,2427.0,2427.0,0.0011827639026921204,0.6176742800714499,0.620009193753709,0.028598616341815576,0.5935255337974612,0.647932098220999,0.010255334424214424,0.2396352818774536,0.2587284448438647
pl_claims,qwen25-7b,zs_short,mean,0.5588034254969317,0.013318659584128546,0.5437319433724942,0.5738749076213693,0.558546319393327,0.5755603708657315,0.6722942477876105,,,,,245.08233333333337,542.2173333333333,4729.533333333334,0.0,0,,3.0,0.5437005667421027,0.5688677090666264,0.013219995255683625,0.5434356027566329,0.567977299369805,0.019474738447493974,0.5533665456329743,0.5897943248831234,0.01025080985628394,0.661179203539823,0.6813761061946902,2.5196492480766786,242.547,247.586,5.5748264845942375,536.608,547.757,1.955334583474814,4727.5,4731.4,0.0,0.0,0.0,,,,,,,,,
pl_claims,rf,tfidf,mean,0.680754642812036,0.04433729352264865,0.6418912915280747,0.7196179940959974,0.7160142638987812,0.6662291896367091,0.8124761061946902,0.8595929405502977,0.06556493943884481,,,0.2548,0.5636,421.84,0.0,0,,5.0,0.6251759812690675,0.740047626521456,0.04679726995903245,0.6723678541053364,0.7916980651471228,0.041677428311527924,0.6120440516169567,0.7132718390191264,0.031011440017431235,0.780712389380531,0.8560796460176991,0.010183319694480783,0.245,0.267,0.02270022026324851,0.542,0.591,0.8111719916269194,421.1,422.9,0.0,0.0,0.0,0.023330395168065978,0.840490245714725,0.8993119600026239,0.015192643252066915,0.046858407079646086,0.0844864992790112,,,
pl_claims,svm,tfidf,mean,0.7570073605730356,0.012352736202401505,0.7461797098932123,0.767835011252859,0.7470760060874918,0.7722827036194705,0.8317154867256636,0.8777991784392564,0.22067515564194612,,,0.0678,0.1496,395.78,0.0,0,,5.0,0.7436878972768782,0.7710418404463327,0.015750125779675404,0.7310470674135322,0.768871966177727,0.011921238001605038,0.7590698185979208,0.7887193167213945,0.010029615940988048,0.8206482300884955,0.8433119469026549,0.0008366600265340763,0.067,0.069,0.0015165750888103116,0.148,0.152,2.3188359148503834,394.0,399.8,0.0,0.0,0.0,0.014891257999337043,0.8671737108610961,0.902684427171648,0.007584100978438086,0.2132152733933892,0.23185441948787938,,,
truthseeker,bert_base,finetune,mean,0.7647875715120591,0.025173313426619708,0.7427221894160538,0.7868529536080644,0.7671675509781097,0.7657304141945496,0.7677595217254893,0.8340495556198981,0.414728647805567,0.28037132746633936,,1408.9348000000002,70.133,2782.82,2355.9,109483778,,5.0,0.734250790514916,0.7888768481699672,0.0224860133742434,0.7343211539115163,0.7889092958160923,0.0265045885028448,0.7342729762101023,0.7888598577389009,0.024486494163513978,0.7342730250055322,0.7896752529471828,8.973900083018515,1398.074,1421.057,6.514732496426848,62.893,79.576,51.84290694010133,2734.0,2845.3,0.0,2355.9,2355.9,0.025098865184611765,0.7927491357877795,0.859238903477934,0.0537565248896233,0.3411175434252041,0.4835469645243259,0.03468076086334699,0.24293684905376667,0.32850345714890844
truthseeker,distilbert,finetune,mean,0.7624802156786111,0.03535553853133525,0.7314897197640371,0.7934707115931852,0.7687523901276276,0.7639908742131107,0.7662140691396928,0.832127109034748,0.41005007391395704,0.2834158693285461,,708.9218,35.2888,2668.1200000000003,1293.2,66955010,,5.0,0.7129103685919332,0.7975032795053588,0.03469628748645758,0.7133086357755469,0.8049296155418212,0.03680904605598165,0.7130177347327532,0.7975088007399982,0.03491246635933229,0.7130170834255366,0.7991639820137744,4.287027956521847,703.056,713.933,3.2825701363413406,31.597,40.017,45.720531492973706,2618.8,2722.4,0.0,1293.2,1293.2,0.03157277554334577,0.7781570885975668,0.8539696311605862,0.05039420524182315,0.3364441148153221,0.4727770588579596,0.046634488508318334,0.22575589195917636,0.3547705157842573
truthseeker,ensemble,text_meta,mean,0.7597363241107519,0.032838719132884574,0.7309519176668919,0.7885207305546118,0.763569237743458,0.7611305007862119,0.7627148666549877,0.8329191791613167,0.3244291325667231,,,9.586,0.47779999999999995,1376.6,0.0,0,,5.0,0.7117440304600906,0.7950031588236913,0.034236525958403506,0.7129035584583546,0.8033740042355889,0.03302883315369767,0.7120439992619534,0.7950958763706969,0.03284781495012631,0.7120440362912148,0.7968568501337584,0.17972478960900196,9.346,9.833,0.0510019607466223,0.414,0.544,19.416101565453356,1354.5,1399.4,0.0,0.0,0.0,0.03243241410504173,0.7788098833811118,0.8624279323837873,0.04509279426788593,0.2667480723127385,0.38728393219532636,,,
truthseeker,llama31-70b,lora_big,mean,0.8178128492439134,0.013916173187905695,0.7904541655431389,0.8440031551940911,0.8276326376412658,0.8192819766202128,0.81914,,,,,10406.813,13008.516,6632.3,52544.2,414187520,unknown,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truthseeker,llama31-8b,lora_basic,mean,0.3544105686961957,0.007076242815963843,0.3408632086182338,0.3679358103479478,0.47462088840161887,0.4974407101949838,0.5035475,,,,,838.492,419.246,5530.9,0.0,0,3bda4457c1cc03871c6496ea2af2c4e60872accf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truthseeker,llama31-8b,lora_big,mean,0.6636497868392573,0.14170706012916365,0.5032931525884368,0.8240064210900779,0.7299826107664126,0.6922028900054761,0.6842933333333333,,,,,2248.5076666666664,1124.2536666666665,5329.033333333334,3855.1,27962026,,3.0,0.500319044942504,0.7538704166406739,0.0334463478239375,0.6922547561537069,0.7559960081581436,0.09494868100849713,0.5829416860229639,0.754691227260296,0.10677382456544926,0.561387,0.754183,816.8803083024668,1767.266,3191.694,408.44029552595975,883.633,1595.847,54.20372065950229,5296.3,5391.6,6677.229068258778,0.0,11565.3,,,,,,,,,
truthseeker,llama31-8b,zs_short,mean,0.38034233123632366,0.018774211781596644,0.35909731063350503,0.4015873518391423,0.3905712938695575,0.4196384866202119,0.42732416666666667,,,,,862.4836666666666,431.242,5290.366666666667,0.0,0,,3.0,0.36043367263631587,0.3977266681124673,0.022294876721657562,0.36631944467361427,0.4101770169920102,0.021435289810757947,0.39573236226205466,0.4371453369569739,0.02942600051116927,0.395708,0.45391200000000004,3.223515523978959,859.934,866.107,1.6120387712458968,429.967,433.054,9.096336258809796,5283.2,5300.6,0.0,0.0,0.0,,,,,,,,,
truthseeker,lr,tfidf,mean,0.7598063797001707,0.03378701903465502,0.7301907517432921,0.7894220076570494,0.7637774367296523,0.7614233127989082,0.7627332278701044,0.8326223437577205,0.2866096008924026,,,4.2222,0.21000000000000002,1252.8200000000002,0.0,0,,5.0,0.7103257979749616,0.7950338628514453,0.03467910668366802,0.7105968078817438,0.8016116821960282,0.03430750060853243,0.7104017983072738,0.7950058497176685,0.03368008965543462,0.7104019473334808,0.7965713472593773,0.061063082136427006,4.167,4.323,0.019949937343259998,0.191,0.241,19.249467525103157,1228.0,1279.7,0.0,0.0,0.0,0.03325330026718325,0.7759734059095477,0.8613495416551789,0.03569869867656718,0.2605857456677029,0.3489320428136689,,,
truthseeker,qwen25-14b,lora_basic,mean,0.557681427664942,0.011301596740679948,0.5363870740427799,0.5813117769598821,0.5600538246085075,0.5594141865665767,0.5587230000000001,,,,,1535.476,767.738,3372.9,0.0,0,3bda4457c1cc03871c6496ea2af2c4e60872accf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truthseeker,qwen25-14b,zs_short,mean,0.35686808633030326,0.02958407989583559,0.32339054840679066,0.39034562425381586,0.39559552400232373,0.4724116944030616,0.48446133333333324,,,,,1616.2223333333334,808.111,2753.2666666666664,0.0,0,,3.0,0.32847956130953027,0.3875179411619006,0.0724191670320663,0.32017664654186034,0.4645864340146263,0.023481107850926653,0.4458874630351066,0.49054323394015,0.035719379041121824,0.44586149999999997,0.5163475,11.68919853254847,1602.732,1623.349,5.844446851499296,801.366,811.674,1555.5119746672906,977.9,3876.9,0.0,0.0,0.0,,,,,,,,,
truthseeker,qwen25-7b,lora_basic,mean,0.4874701854123515,0.010870425087233362,0.46613837696560184,0.5073808319664116,0.5773396679420493,0.5427794455727433,0.5470750000000001,,,,,831.44,415.72,5142.5,0.0,0,3bda4457c1cc03871c6496ea2af2c4e60872accf,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
truthseeker,qwen25-7b,lora_big,mean,0.5483312979805639,0.22019420549461782,0.29915809770058965,0.7975044982605382,0.6013526662539127,0.6239538452780914,0.6359698333333333,,,,,2542.672666666667,1271.3363333333334,5187.4,3789.2333333333336,26913450,,3.0,0.3393244777305243,0.7782245001547442,0.2983924997750984,0.25684425,0.7784594272860614,0.1417153826848764,0.5,0.7784501327555438,0.13344625195779514,0.5136885,0.7783100000000001,1415.3795561846061,1716.634,4176.98,707.6897780923031,858.317,2088.49,342.12236115167906,4802.5,5456.9,6563.14465506691,0.0,11367.7,,,,,,,,,
truthseeker,qwen25-7b,zs_short,mean,0.391276163836446,0.02125335609613551,0.36722572734440384,0.4153266003284881,0.42513933286373845,0.4600007691959296,0.46982349999999995,,,,,850.4290000000001,425.2146666666667,4957.933333333333,0.0,0,,3.0,0.3668156763854444,0.40522935869116805,0.03355654947834925,0.38643149075887984,0.44601615659917254,0.020806566835693922,0.43598982395526636,0.47272673121632414,0.02989474844767884,0.43597700000000006,0.492621,4.397163972380374,845.914,854.698,2.1985959913848037,422.957,427.349,8.240347889096467,4950.9,4967.0,0.0,0.0,0.0,,,,,,,,,
truthseeker,rf,tfidf,mean,0.7665746530347908,0.021744613884767075,0.7475146585967873,0.7856346474727942,0.7783939485181414,0.76767445533563,0.7714746764803674,0.8336997665263061,0.2594958869548492,,,38.1918,1.9072,1917.7199999999998,0.0,0,,5.0,0.7308250168665936,0.7894115011050031,0.024517394629154542,0.7420940475045388,0.8063971194887092,0.020735961791350146,0.7332827938722575,0.7881101637941766,0.024396078346670902,0.7332827616729364,0.7996531608747597,1.5820841317704954,36.192,40.143,0.2569235294791039,1.602,2.243,17.16062353179512,1903.2,1938.5,0.0,0.0,0.0,0.03437780150064825,0.776899308373735,0.8621530237300022,0.020629994671696215,0.2438922261653009,0.29565192092833814,,,
truthseeker,svm,tfidf,mean,0.7162213048612921,0.034745358102808606,0.6857656556740744,0.7466769540485098,0.7195025002091681,0.7190160564081862,0.7187044201206997,0.7886246327564068,0.22467171635763944,,,4.5234000000000005,0.22560000000000002,1250.98,0.0,0,,5.0,0.6701002758991458,0.7554383669760462,0.034430092926484586,0.6701614140596805,0.7581581967275699,0.03518977829447464,0.6701268707033832,0.7553828431031303,0.034108088970043526,0.6701266651914141,0.7564686094826114,0.1229910565854281,4.376,4.703,0.02653865105840913,0.199,0.268,17.436656789648687,1233.9,1274.9,0.0,0.0,0.0,0.0335713507853297,0.7361039527185039,0.8170982990588919,0.03152393556120484,0.17133181402277517,0.24863063201454752,,,
